year,temperature_2m,relative_humidity_2m,precipitation,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm
1980,2.310874316939891,67.74998907103826,0.045469034608378874,6.7710951730418945,6.710689890710382,0.4079332877959927,0.40206215846994536
1981,4.2494794520547945,67.50915068493151,0.03801369863013699,7.386860730593607,7.180022831050228,0.37960011415525113,0.3729156392694064
1982,3.86694794520548,67.5484602739726,0.05030821917808219,8.350011415525115,8.234269406392693,0.37523013698630137,0.36428207762557074
1983,4.57492602739726,70.83676712328767,0.049143835616438356,7.498550228310503,7.489189497716895,0.407851598173516,0.3976864155251142
1984,1.5294535519125683,69.37701639344262,0.05290300546448087,6.5198770491803275,6.473531420765028,0.41633367486338796,0.4107584244080146
1985,2.171945205479452,69.1388602739726,0.05366438356164384,6.183892694063927,6.058310502283105,0.4187485159817352,0.41797922374429225
1986,2.288635616438356,69.43478356164384,0.05107305936073059,6.080194063926941,6.050045662100457,0.4137045662100457,0.40664783105022834
1987,2.2001095890410958,71.15430136986302,0.05593607305936073,6.331038812785389,6.099988584474886,0.409799200913242,0.40332408675799086
1988,3.9353661202185792,66.81212021857924,0.04222449908925319,7.391188524590164,7.22007058287796,0.39959494535519124,0.3939466074681239
1989,3.9538082191780823,67.8225205479452,0.04811643835616438,7.093150684931507,6.96486301369863,0.3908949771689498,0.38643150684931504
1990,3.755408219178082,70.64905205479452,0.06045662100456621,6.834235159817352,6.712488584474886,0.4275101598173516,0.4248994292237443
1991,4.037304109589042,64.96840547945204,0.033641552511415526,7.955662100456622,7.761164383561644,0.36968036529680365,0.36887089041095894
1992,2.5715300546448088,70.43096174863389,0.045913023679417124,6.251115664845173,6.173998178506375,0.3904006147540984,0.37981363843351545
1993,1.5624438356164383,70.00988493150685,0.05778538812785388,6.458253424657535,6.416084474885845,0.41130410958904107,0.4075063926940639
1994,2.0463780821917807,70.03044383561644,0.060936073059360725,6.620707762557077,6.5187100456621,0.4245978310502283,0.42447465753424657
1995,4.686947945205479,65.76821917808219,0.03584474885844749,7.721518264840182,7.5966210045662095,0.38667968036529676,0.3737780821917808
1996,1.4035956284153006,67.21965027322405,0.043693078324225865,5.869171220400729,5.7895150273224045,0.38771470856102,0.37223144353369764
1997,4.115912328767123,63.87244931506849,0.03985159817351598,7.02593607305936,6.831929223744292,0.3771825342465754,0.36097751141552514
1998,3.4117479452054797,63.22553424657534,0.03789954337899543,6.912751141552511,6.5637100456621,0.3849660958904109,0.3629377853881279
1999,3.446378082191781,68.44807671232876,0.048367579908675795,6.302180365296803,6.175684931506849,0.40071073059360734,0.38634851598173514
2000,3.3318032786885245,68.22448087431694,0.04587887067395264,6.317213114754098,6.061441256830601,0.404043602003643,0.3802004781420765
2001,3.4648,68.62735342465753,0.061369863013698636,6.131575342465753,6.072043378995434,0.4145835616438356,0.40466906392694063
2002,3.999068493150685,69.03781917808219,0.0520662100456621,6.374805936073059,6.005262557077625,0.4186780821917808,0.4054899543378995
2003,3.5203506849315067,68.0565589041096,0.05023972602739726,6.801130136986302,6.7270662100456615,0.3975329908675799,0.3919843607305936
2004,4.689737704918032,64.40165027322404,0.0405396174863388,7.799373861566484,7.542338342440801,0.3760920992714025,0.3618620218579235
2005,3.988964383561644,69.23822465753425,0.04278538812785388,7.249600456621004,7.270285388127854,0.390110502283105,0.38368173515981735
2006,3.8464986301369866,66.65835616438356,0.05199771689497717,6.650251141552511,6.396723744292237,0.40452762557077626,0.3910067351598174
2007,4.3144,69.24715616438357,0.047751141552511416,6.939737442922374,6.8470433789954335,0.40173767123287674,0.38678264840182647
2008,4.7211803278688524,65.17055737704918,0.04002732240437159,7.100375683060109,6.895138888888889,0.37731454918032786,0.3593126138433515
2009,3.457227397260274,65.64438356164383,0.0432648401826484,6.354577625570776,6.120913242009132,0.38573310502283104,0.37062317351598173
2010,3.7142575342465753,59.10739726027397,0.029337899543378995,8.092933789954339,7.789372146118721,0.35223390410958905,0.33569897260273973
2011,2.6901369863013698,68.20887671232877,0.05707762557077625,6.8335844748858445,6.733002283105023,0.40393641552511417,0.39390650684931505
2012,3.5185245901639344,65.60651366120219,0.04549180327868853,8.011418488160292,7.720571493624773,0.38503403916211293,0.3755951730418944
2013,4.374717808219178,69.0691397260274,0.061974885844748855,7.393721461187215,7.340296803652968,0.4097107305936073,0.4048324200913242
2014,2.9235726027397257,67.20448219178083,0.04622146118721462,7.035490867579909,6.955844748858447,0.39962625570776256,0.3895587899543379
2015,3.8610191780821923,69.08957808219178,0.05940639269406393,7.208287671232877,7.085513698630137,0.40364657534246573,0.3923052511415525
2016,3.6766885245901637,68.81415300546448,0.056750910746812384,7.622279143897997,7.589719945355192,0.3987034380692167,0.39538968579234973
2017,4.165621917808219,65.76325479452055,0.04711187214611872,4.465707762557077,4.427785388127854,0.38662043378995437,0.36178789954337903
2018,2.3120438356164383,67.68943561643836,0.055262557077625576,3.760228310502283,3.51689497716895,0.4052431506849315,0.37941997716894976
2019,4.086158904109589,66.97582465753425,0.058949771689497714,5.529874429223744,5.173949771689498,0.40430490867579905,0.3846196347031964
2020,5.277650273224044,67.36303825136612,0.051434426229508196,6.192349726775956,5.998576958105646,0.3967010473588342,0.38520150273224046
2021,3.9779068493150684,63.34406575342466,0.0439041095890411,5.219063926940639,4.862009132420091,0.3789479452054794,0.3584494292237443
2022,4.203769863013699,64.70954520547944,0.046415525114155254,5.4274200913242,5.034931506849315,0.3788013698630137,0.34357226027397264
