year,temperature_2m,relative_humidity_2m,precipitation,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm
1980,2.6867650273224046,65.00903825136612,0.03981102003642987,6.974476320582879,6.7869080145719485,0.27573451730418946,0.262066029143898
1981,4.291528767123287,64.32631232876712,0.03374429223744292,7.755559360730594,7.6003995433789955,0.25762146118721463,0.24294680365296803
1982,4.07067397260274,65.1853698630137,0.03430365296803653,8.310159817351598,8.043881278538812,0.2477312785388128,0.23176906392694063
1983,5.039035616438356,67.6292712328767,0.041678082191780826,7.725273972602739,7.728698630136986,0.27800079908675795,0.2672650684931507
1984,1.562830601092896,65.88427322404371,0.04019808743169399,7.264344262295082,7.005043260473589,0.278056693989071,0.2653440346083789
1985,2.5663232876712327,66.60653150684931,0.043219178082191785,7.163630136986302,7.092408675799087,0.27837020547945207,0.2709708904109589
1986,2.684558904109589,67.53694246575343,0.03899543378995434,6.631849315068493,6.585205479452055,0.2733445205479452,0.26101324200913245
1987,2.3522739726027395,69.11583561643836,0.0502283105022831,6.841255707762557,6.618778538812785,0.27932990867579904,0.26721130136986304
1988,4.087387978142076,65.32655737704918,0.034722222222222224,7.462135701275045,7.4049180327868855,0.26662283697632055,0.24894899817850638
1989,4.533698630136986,63.918367123287666,0.04373287671232877,7.1560502283105025,6.958664383561644,0.2797321917808219,0.26035662100456625
1990,3.8207232876712327,67.90808767123288,0.05334474885844749,7.4405821917808215,7.257808219178083,0.28973047945205477,0.2819680365296804
1991,4.165490410958904,62.49521095890412,0.02908675799086758,8.539360730593607,8.401906392694064,0.2361082191780822,0.22605707762557078
1992,2.8969726775956284,69.03217486338798,0.0415983606557377,6.172688979963571,6.179918032786885,0.2757470400728597,0.2632737932604736
1993,1.6681534246575342,68.09879452054794,0.04811643835616438,5.1649086757990865,5.115616438356165,0.28527385844748854,0.2720373287671233
1994,3.027123287671233,64.9719890410959,0.043538812785388126,6.7120205479452055,6.354988584474886,0.2728922374429224,0.2596044520547945
1995,4.599123287671233,64.53501369863014,0.04509132420091324,7.9730707762557085,7.75406392694064,0.2757271689497717,0.26784657534246575
1996,1.2803060109289617,66.88644808743169,0.04337431693989071,5.981955828779599,5.880783242258652,0.28693761384335154,0.2744677823315118
1997,4.633402739726027,59.20840547945205,0.026792237442922376,7.64703196347032,7.444292237442922,0.24691232876712327,0.22892602739726028
1998,3.594991780821918,59.044065753424654,0.02889269406392694,6.984920091324201,6.751335616438356,0.23411118721461185,0.2036929223744292
1999,3.8025863013698626,63.87642739726028,0.04331050228310502,7.330011415525115,7.036175799086758,0.24945844748858445,0.2129788812785388
2000,3.2409180327868854,66.71315846994536,0.04672131147540983,6.99408014571949,6.943317395264116,0.2576065573770492,0.242481102003643
2001,3.883035616438356,65.6982794520548,0.05488584474885845,6.723584474885844,6.682248858447489,0.29576769406392694,0.2830900684931507
2002,4.711890410958904,65.38874520547945,0.04204337899543379,7.061632420091325,6.727522831050228,0.29084531963470317,0.2780254566210046
2003,3.794367123287671,64.22402191780822,0.03484018264840182,7.384680365296804,7.25933789954338,0.25508641552511413,0.2367873287671233
2004,4.5746229508196725,63.12563934426229,0.04583333333333334,7.867622950819672,7.683401639344262,0.26638683970856103,0.24815653460837886
2005,4.419780821917808,64.54133698630136,0.03672374429223744,7.976255707762557,7.8862100456621,0.24739668949771693,0.23326232876712327
2006,4.380756164383562,62.96407671232876,0.03324200913242009,7.98615296803653,7.792431506849315,0.23912990867579906,0.21610753424657536
2007,4.862871232876712,64.48796712328766,0.03261415525114155,7.8884703196347035,7.847248858447488,0.23904680365296807,0.2241068493150685
2008,4.750622950819672,62.33020765027322,0.0337431693989071,7.956102003642987,7.71221539162113,0.244375,0.22100034153005466
2009,3.7170520547945203,63.88518356164384,0.040787671232876715,6.905,6.773219178082192,0.26035730593607304,0.23845981735159816
2010,3.6639561643835616,57.67729315068494,0.028915525114155252,7.603869863013698,7.329155251141553,0.2468868721461187,0.2177283105022831
2011,3.357402739726027,62.89716164383562,0.03351598173515982,7.108390410958904,6.860924657534246,0.25413413242009136,0.22489954337899543
2012,3.5039344262295082,60.82538797814208,0.03088570127504554,8.701559653916211,8.301787340619308,0.23054974954462662,0.2071139571948998
2013,4.859715068493151,66.53797260273973,0.04794520547945205,7.8480479452054785,7.815639269406392,0.2697546803652968,0.2577310502283105
2014,3.2326794520547946,63.12351780821918,0.040308219178082194,7.99615296803653,7.81953196347032,0.2572026255707762,0.24663641552511414
2015,4.3701041095890405,66.31111232876712,0.042910958904109585,7.716118721461187,7.643538812785388,0.25639771689497715,0.24018310502283105
2016,4.122142076502732,66.5304043715847,0.04749544626593807,8.021231785063753,7.958151183970855,0.26851912568306013,0.2578091985428051
2017,4.760668493150685,62.33546301369863,0.034143835616438356,7.06527397260274,7.097591324200914,0.23721666666666666,0.2236038812785388
2018,2.059298630136986,66.86611506849316,0.05437214611872146,4.911278538812786,4.71966894977169,0.2795837899543379,0.2549286529680366
2019,4.232558904109589,64.75924383561643,0.04224885844748859,6.775593607305936,6.467340182648402,0.2645254566210046,0.24837819634703198
2020,4.985158469945355,64.190043715847,0.04620901639344262,7.58091985428051,7.405430327868853,0.2716762295081967,0.26135393897996356
2021,3.798476712328767,62.75089315068493,0.04039954337899543,6.813607305936073,6.542020547945206,0.24037876712328765,0.218399200913242
2022,4.259013698630137,63.065479452054795,0.03841324200913242,7.014463470319634,6.861541095890411,0.2433977168949772,0.20632477168949773
